gsc_impressions,gsc_avg_position,gsc_clicks,reason_code,reason_description,action_rank,content_archetype,operational_workflow,decay_half_life_days,refresh_trigger
5120,2.8912109375,48,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,129,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
5105,5.821939275220372,6,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,130,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
5104,4.78467868338558,38,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,131,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
5103,8.349990201842054,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,132,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
5097,3.8224445752403375,32,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,133,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
5090,3.508447937131631,15,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,134,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
5084,24.11014948859166,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,135,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
5054,3.6634349030470914,21,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,136,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
5036,3.926528991262907,15,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,137,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
5033,9.807272004768528,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,138,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
5025,3.0127363184079603,16,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,139,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
5021,5.635729934276041,21,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,140,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
5019,3.464833632197649,17,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,141,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
5018,24.32303706656038,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,142,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
5008,6.55870607028754,202,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,143,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
5005,8.45054945054945,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,144,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4956,24.230225988700564,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,145,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4923,2.1763152549258584,23,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,146,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4922,31.24563185696871,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,147,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4914,7.344525844525845,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,148,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4910,19.982688391038696,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,149,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4891,3.219586996524228,27,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,150,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4890,21.628220858895705,7,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,151,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4887,4.499693063228975,10,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,152,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4884,6.151105651105651,16,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,153,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4875,3.4305641025641025,73,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,154,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4872,3.5983169129720856,27,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,155,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4869,2.560484699116862,25,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,156,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
4850,4.963092783505155,14,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,157,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4849,28.613528562590226,3,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,158,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
4839,24.829510229386237,4,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,159,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4816,34.092400332225914,3,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,160,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4815,2.488681204569055,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,161,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4781,49.63605940179879,8,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,162,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4767,5.458779106356199,31,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,163,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4765,4.418887722980063,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,164,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4740,3.020675105485232,59,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,165,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
4729,18.59251427363079,16,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,166,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4719,3.6206823479550754,12,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,167,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4682,4.45877829987185,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,168,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4680,31.02286324786325,3,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,169,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4666,3.4749249892841836,11,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,170,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
4665,2.65058949624866,22,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,171,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4665,5.175562700964631,49,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,172,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4655,3.17078410311493,13,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,173,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4605,5.776981541802389,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,174,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4574,3.716003498032357,15,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,175,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
4568,3.5050350262697023,52,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,176,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
4555,3.9628979143798024,51,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,177,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4545,26.003300330033003,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,178,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4544,3.329225352112676,11,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,179,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4523,3.241874861817378,24,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,180,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4518,28.559982293050023,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,181,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
4517,5.840159397830418,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,182,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
4517,0.49258357316803186,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,183,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
